Name,Taxid,protein_count,AssemblyID,Length,Mass,SASAmiller,NetCh,NCD,fFatty,fPos,fNeg,I,L,V,A,G,P,F,M,W,Y,H,T,S,N,Q,D,E,K,R,C,X,U,SeqNum,NCD1000,MWkDa,fCharged,kingdom,phylum,class,order,family,genus,species,GC
UP000000542,5664,8038,GCA_000002725,639.8449863150038,69470.59858173675,20315.833266468933,-2.29771087335158,-1.5068109320432236e-05,0.229620345956861,0.1104633352890797,0.1094652151777595,0.0332170823218776,0.0912453237514111,0.0726626556146121,0.1122262947653014,0.0639596620091328,0.0552065655090174,0.0324952842689601,0.025117749575201,0.0112913322842449,0.0267016215419816,0.0269123797045669,0.0583904795239953,0.082236321866797,0.0282563133434484,0.0403175836366142,0.0487633922872441,0.0607018228905153,0.0392098476897491,0.0712534875993306,0.0198343003250869,4.994909113011881e-07,0.0,8038,-0.015068109320432236,69.47059858173675,0.2199285504668392,Eukaryota,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Leishmania,Leishmania major,59.7114
UP000007635,69293,27249,,495.0873793533708,55198.090777643214,17283.924305354773,-2.2277881757128704,-4.280630530537997e-05,0.2465657440981299,0.1157967939604053,0.1163243854970519,0.0434031183069232,0.0966591948033152,0.0672662837684361,0.0705468428697368,0.0664279850698639,0.0541838627286554,0.0392371472194552,0.024354317365333,0.0125174386036367,0.0285315343230606,0.026045951516483,0.0541968762565198,0.0805714762060717,0.0366138063352942,0.0435557979175584,0.0511539947339749,0.065170390763077,0.0556573603229483,0.060139433637457,0.0237511875597345,1.5999692464255506e-05,0.0,27249,-0.042806305305379974,55.198090777643216,0.2321211794574572,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,
UP000002279,9258,32824,,682.1222276383135,75731.38186083353,21677.45366527659,-1.862417743114794,5.202008981810207e-05,0.2406041587370911,0.1180982434798356,0.1145886069489525,0.0423635115555257,0.0996065772693872,0.0608109279950349,0.0734685930294034,0.0727131296734244,0.0667726354002799,0.0378231419171431,0.0209969076046984,0.0129875641205924,0.0265094279139118,0.0244116155510642,0.0503924587353843,0.0787562086450237,0.0341213002437802,0.043538777076392,0.0473853351773202,0.0672032717716322,0.0547628198507736,0.0633354236290619,0.0220315673534164,8.805486748930727e-06,0.0,32824,0.05202008981810207,75.73138186083352,0.2326868504287881,Eukaryota,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,
UP000001950,5874,3790,GCA_000003225,534.2870712401055,61193.21786279683,18580.773391545677,-1.9430079155672824,1.7998455908103485e-05,0.2809855391628142,0.1235560812413663,0.1208481572862139,0.0707604895118954,0.1009295585928901,0.0589780758810092,0.035049132001849,0.0463057872971738,0.0380473187381579,0.0503174151770194,0.0214313873811123,0.0082841817380316,0.0427991076728702,0.0207609657704316,0.0572468457096282,0.0837749546618,0.0735892019797268,0.030433271540116,0.0561470480298976,0.0647011092563162,0.082348521203286,0.0412075600380802,0.0168876924954605,3.75323247146605e-07,0.0,3790,0.017998455908103485,61.19321786279683,0.2444042385275802,Eukaryota,Apicomplexa,Aconoidasida,Piroplasmida,Theileriidae,Theileria,Theileria annulata,32.5492
UP000006911,656061,7494,GCA_000151645,437.6610621830798,48352.06834801174,15643.878916600594,-0.8968508139845209,8.765365238771568e-05,0.239491350454286,0.1180159526842425,0.1109901144312853,0.0500608667509801,0.0890261778267685,0.0624187448319973,0.0772266436545767,0.0761171804968289,0.0623423120838605,0.0379855610445399,0.0232768672492006,0.0137115658137092,0.0282405324347417,0.0238300724534693,0.0590300663095475,0.0822544123240225,0.0352871723242512,0.0340067649098931,0.0489000755367752,0.06209003889451,0.0526964915897326,0.0653194610945098,0.0144295303544353,0.0017494620216489,0.0,7494,0.08765365238771568,48.352068348011734,0.2290060671155278,Eukaryota,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Tuber melanosporum,44.9
UP000001548,184922,4900,GCA_000002435,637.0924489795918,70646.72234693878,20364.567553682697,-6.305714285714286,-0.0001945615105643,0.2546818275903406,0.1086652507621286,0.1144522034968951,0.0566990738145223,0.1020048048317545,0.0613243021284238,0.0811419434498711,0.0549600722924651,0.0472835789237914,0.0346536468156399,0.0234500535417304,0.0071822803542055,0.0331058120629782,0.0239269312459082,0.0618929664402279,0.0858732470169028,0.0390502765589512,0.0394603218721,0.0541593717376346,0.0602928317592605,0.0526119907598305,0.0560532600022981,0.0248732343915032,0.0,0.0,4900,-0.19456151056430002,70.64672234693879,0.22311745425902368,Eukaryota,Fornicata,,Diplomonadida,Hexamitidae,Giardia,Giardia intestinalis,49.7345
UP000008783,418459,15808,GCA_000149925,395.3369180161943,43947.16277834008,14590.16875261669,-0.2757464574898785,7.131013306849025e-05,0.2315195962080278,0.1139640958275094,0.1093732384043109,0.0512331698409926,0.0919306179709509,0.0522518570878047,0.072120552406979,0.0606095818625998,0.0663112539728281,0.0361039513082795,0.0213546070264508,0.0127912138751721,0.0242432556572448,0.0281022548002679,0.0596853210841402,0.0936446086757834,0.0442748068475124,0.0462783270064813,0.0524031772167476,0.0569700611875632,0.0566066651690307,0.0573574306584786,0.0157272863446916,0.0,0.0,15808,0.07131013306849025,43.947162778340086,0.22333733423182028,Eukaryota,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Puccinia graminis,43.8
UP000007754,59729,31341,,678.2902906735586,75511.35208193741,21678.06291714881,-3.3225806451612905,2.0066423751232874e-06,0.2383906439068632,0.1167856407861459,0.1149192047944557,0.0437810875334675,0.0965942538030604,0.0606083437048584,0.0736838028736147,0.0700660343621828,0.0636221149093084,0.0374069588654767,0.0220085198681794,0.0131700100475693,0.0268432787887193,0.0253262481828431,0.0504926007964145,0.0798241306809956,0.035635449216828,0.0454181901406207,0.0465027144190191,0.0684164903754366,0.0569901736441571,0.0597954671419888,0.0237964020732822,1.7728571976556972e-05,0.0,31341,0.0020066423751232874,75.5113520819374,0.23170484558060161,Eukaryota,Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia,Taeniopygia guttata,
UP000007648,9305,36286,GCA_000189315,650.5199525987985,72759.0737805214,21048.245551734377,-3.531196604751144,-2.466953444058573e-05,0.2469620337640743,0.1168849074074249,0.1160853535459039,0.0489852809648765,0.0997147404190756,0.0583763818198842,0.0647891495078872,0.0645193967379406,0.059186080388006,0.0398856305602377,0.0233015764235,0.0124146472451943,0.0285836802235839,0.0253368826428499,0.0526367422239167,0.0820780274629325,0.038833000708369,0.0457584250682247,0.04668603998522,0.0693993135606839,0.0617046554196087,0.0551802519878162,0.02262280958531,7.287064881591697e-06,0.0,36286,-0.02466953444058573,72.7590737805214,0.2329702609533288,Eukaryota,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus,Sarcophilus harrisii,37.0
UP000007646,9785,25615,GCA_000001905,541.0109701346867,60360.08167479992,18415.596559150097,-2.3667382393129026,-7.896130125388524e-06,0.2552870375946335,0.1120228218620773,0.1107720110783214,0.0473455016042624,0.1037882233513949,0.0629979379757564,0.0689779502550453,0.0639325574818548,0.05934696844737,0.0411553746632196,0.0232162660926558,0.0125262347972171,0.0295057278801803,0.0254045214285359,0.0533737243072162,0.0807739256670231,0.0356295551644778,0.0449577748416268,0.0456508695195813,0.06512114155874,0.0568310950015051,0.0551917268605722,0.0241514344227583,0.0001214886790059,0.0,25615,-0.007896130125388524,60.36008167479992,0.2227948329403987,Eukaryota,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,40.9
UP000001646,28377,19108,GCA_000090745,530.2055160142348,59515.02843835042,18187.462457452675,-1.3080908519991628,3.0091211112621945e-05,0.2460211691806756,0.1201410487095721,0.1175393989800282,0.049187036261595,0.0974049639459204,0.0587883809705966,0.0650672288274234,0.0633050747110017,0.0541932938274286,0.0406407880025635,0.0231139107877176,0.0130983313693298,0.030151156571638,0.0268685437619269,0.0523126805883158,0.0788490246405933,0.0394341475999363,0.0451957423122308,0.0468626307921543,0.0706767681878739,0.0647809853740718,0.0553600633355003,0.0246502676127486,5.898051943239498e-05,0.0,19108,0.030091211112621946,59.51502843835042,0.23768044768960028,Eukaryota,Chordata,Lepidosauria,Squamata,Dactyloidae,Anolis,Anolis carolinensis,40.8238
UP000005207,8128,74622,GCA_000188235,673.3628420573021,75437.57867384954,21876.945617532787,-4.612540537643055,-0.0001061524021885,0.2518481341360253,0.1134798093972879,0.1160056107397073,0.0487792316996627,0.0970366691387278,0.065470461827546,0.0637189873066551,0.0616854213976347,0.051277937402137,0.0405617714700886,0.0243857498866638,0.0128570749418808,0.0305121411389909,0.0263244416587558,0.0571954448055795,0.0817045164497027,0.0399149727849596,0.0445373171868128,0.0510723427208315,0.0649332680188758,0.0590501362353306,0.0544296731619572,0.0245506048375712,1.7818938537534456e-06,5.403578119745021e-08,74622,-0.1061524021885,75.43757867384954,0.2294854201369952,Eukaryota,Chordata,Actinopteri,Cichliformes,Cichlidae,Oreochromis,Oreochromis niloticus,39.0824
UP000007062,7165,17089,GCA_000005575,569.6957106910878,63203.26637603136,18787.35538334697,-4.395810170284979,-9.754781269097056e-05,0.242771912148633,0.1108943805083822,0.1129805951519413,0.0499722943797273,0.0900776016075713,0.0649604791106579,0.0762733148975789,0.06564270532466,0.0530434942093745,0.0377615370506764,0.0241323600012892,0.0105588147974487,0.0331682771926297,0.0268392815505495,0.0587193493138228,0.0756129540633858,0.0436488284910153,0.04522760888437,0.0516129010723787,0.0613676940795625,0.0541245602660797,0.0567698202423024,0.0204024533609323,8.367010398616773e-05,0.0,17089,-0.09754781269097056,63.20326637603136,0.2238749756603235,Eukaryota,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles gambiae,44.5151
UP000008912,9646,38528,GCA_000004335,588.6944040697674,65544.56999065615,19438.214915141496,-2.6032236295681064,3.818297510988467e-06,0.2429942002026503,0.1165339166827009,0.1145657203061276,0.0436687789877149,0.1000278014689023,0.0612263362608206,0.0715415053216386,0.0673755583961659,0.06173710680268,0.0380712834852123,0.0227369185745225,0.0129650635101983,0.0273128662348469,0.0254071384902698,0.0518175976495266,0.0799715450100382,0.0347718944129903,0.0456249700635972,0.0465881178626672,0.0679776024434604,0.0575479644689339,0.058985952213767,0.0231725007050724,0.0014714976369737,0.0,38528,0.0038182975109884673,65.54456999065614,0.23109963698882852,Eukaryota,Chordata,Mammalia,Carnivora,Ursidae,Ailuropoda,Ailuropoda melanoleuca,41.7
UP000002149,214684,6743,GCA_000091045,538.929704879134,59327.42230461219,18443.49016878193,-4.418804686341392,-0.0001651764859159,0.2331679722083741,0.1127683527004769,0.1177054402516473,0.0487091970454583,0.0885261361780466,0.061105413858554,0.0843868942728033,0.0723037550204166,0.0653983184249566,0.034827225126315,0.0221134013839265,0.0141074212161353,0.026461432517396,0.0233774759674294,0.0578560222830099,0.0875613999349467,0.0339419458123224,0.0376712572711357,0.0525790694570871,0.0651263707945601,0.0538831314279088,0.058885221272568,0.0111605201351075,1.8390599915074647e-05,0.0,6743,-0.1651764859159,59.32742230461219,0.2304737929521242,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans,48.5368
UP000016936,701091,12857,GCA_000338975,430.0241891576573,47633.400762230696,15544.266382258622,-2.517539083767597,-5.0768333730686985e-05,0.2328826252453884,0.1118298347532657,0.111653139717594,0.0489416342519308,0.0864250685546294,0.0608613933990517,0.0879163135576878,0.0682152200641398,0.0600661253776269,0.0366545290397764,0.0233947622450583,0.0153173423132531,0.0289749509677602,0.0254233886758437,0.0611456289918082,0.0797886383928201,0.037341260378716,0.0402613153599672,0.0532064445858507,0.0584466951317432,0.0514414314598807,0.060388403293385,0.0157894539590698,0.0,0.0,12857,-0.05076833373068698,47.63340076223069,0.22348297447085969,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris maydis,49.8
UP000000591,284811,4760,GCA_000091025,489.6428571428572,54796.73655462185,17342.253994366045,-3.679411764705882,-0.0001021750311015,0.2519621930394622,0.1183805976293193,0.1205555655224203,0.0475643110785651,0.0993544547040383,0.0665387956191118,0.0843263224239823,0.0620883462837933,0.0488535959308478,0.0385046316377468,0.0224042443867556,0.0115662529590226,0.0323176189921196,0.023825522503902,0.0528023231048078,0.0754406579249738,0.0381493991576396,0.0430561329258404,0.0551063850789806,0.0654491804434396,0.0561879049663185,0.0621926926630008,0.0142712272151128,0.0,0.0,4760,-0.1021750311015,54.79673655462185,0.2389361631517396,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Eremothecium,Eremothecium gossypii,51.6989
UP000008827,3847,74863,GCA_000004515,410.0229352283504,45826.7582089951,15142.934923363857,-1.4345003539799366,2.118542570118516e-05,0.2609100767794102,0.1145014281807503,0.1114484817194712,0.0543249442517563,0.0966628017811105,0.0654128864602829,0.0648010812022806,0.0627501703067132,0.0491798849786711,0.0445094442862604,0.025769284211477,0.0131114389162913,0.0288772015875304,0.025966653697571,0.0501201949384366,0.0884255498710899,0.0464602789441034,0.0370234372921322,0.050171033271309,0.0612774484481621,0.0629912555557582,0.0515101726249921,0.0206420922924058,1.2745081664976262e-05,0.0,74863,0.02118542570118516,45.8267582089951,0.2259499099002215,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycine,Glycine max,35.1221
UP000006706,425011,14068,,439.5555871481376,48687.573763150416,15813.345975337556,-3.725689508103497,-0.0001178217324532,0.2376269645909644,0.1081475606854276,0.1109888303728374,0.0498747277278625,0.0896018318729744,0.0622291506771716,0.0824963557280571,0.071656061196915,0.0605788649387123,0.0359212543129557,0.0235395407815248,0.0158567143088601,0.0294681028339602,0.0255440368645817,0.0604944432325712,0.0834589686246289,0.0353472970367537,0.0388074606117288,0.0529465564841729,0.0580422738886644,0.04439304514692,0.0637545155385076,0.0159509539733949,3.784421908142492e-05,0.0,14068,-0.1178217324532,48.68757376315042,0.219136391058265,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus niger,
UP000028761,9555,44721,GCA_000264685,539.430558350663,60164.417068044095,18089.433619810403,-2.9944545068312425,-1.3089355416705008e-05,0.2422032620722204,0.1168131344589744,0.1150610256322552,0.0441616693586848,0.0996937193384544,0.0605288951871182,0.0702984897031792,0.0663014947791197,0.0609115088540062,0.0378189781879629,0.0234265751140745,0.013369964565701,0.0273401143342267,0.0258350013867652,0.0523109320445075,0.0803908883963161,0.0354559423443444,0.0461628252368253,0.0465806343519272,0.0684803912803279,0.0589102745338222,0.0579028599251521,0.023873278209908,0.0002455628675757,0.0,44721,-0.013089355416705008,60.164417068044095,0.2318741600912296,Eukaryota,Chordata,Mammalia,Primates,Cercopithecidae,Papio,Papio anubis,41.0129
UP000233140,9568,40661,GCA_000951045,521.7059098398958,58267.8229531984,17658.193590046503,-3.212611593418755,-2.9427604605454645e-05,0.2439334333241186,0.1167810122678593,0.1156744153180474,0.0450334195979324,0.099781195072064,0.0609131326480697,0.068403779872667,0.0651787421607542,0.0599156227648192,0.0382056860060523,0.0235342583760745,0.0133578533612239,0.0276733097361835,0.0259858306087326,0.0527212076178263,0.0802868324696904,0.0360530123225841,0.0464292069775482,0.0468796501503654,0.068794765167682,0.0597543481021984,0.0570266641656609,0.0238727389915679,0.0001952304601721,0.0,40661,-0.029427604605454644,58.267822953198404,0.2324554275859067,Eukaryota,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus,Mandrillus leucophaeus,41.6
UP000053745,43455,7760,GCA_000699945,388.2315721649484,43652.78208762887,14387.925763576886,-2.0298969072164947,4.775358854857108e-06,0.2564484558333906,0.1213321818122325,0.1179421328851427,0.0510445291849012,0.0979651817469729,0.0649483743787745,0.0633427954508364,0.0592926433703347,0.0505694652567442,0.0424903705227419,0.0228758332905874,0.0128688911096494,0.0305618653215655,0.0253420560235686,0.0529296752166798,0.0773154257720066,0.0413877972267275,0.0439288402536404,0.049132809249918,0.0688093236352247,0.0663395120581415,0.0549926697540909,0.0237409079652185,0.0001210332116744,0.0,7760,0.004775358854857107,43.652782087628864,0.2392743146973752,Eukaryota,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,Cathartes aura,41.1
UP000039324,37360,9720,GCA_001049375,449.533950617284,49500.1171399177,16002.552437929802,-1.4536008230452675,4.089416283949236e-07,0.2518547624211862,0.1132620750435554,0.1117833220161723,0.045196077976839,0.091731048863244,0.0789572721461855,0.1030878290237127,0.062910468609377,0.0538063455959138,0.0359703634349176,0.0251121390285251,0.0128054757696158,0.0229081366364654,0.0256536099123336,0.0544124123923747,0.0749402767655401,0.0300193320424766,0.0383656630462263,0.0630830413312745,0.0487002806848977,0.0376534580983497,0.0756086169452056,0.0190168708877885,6.12808087358538e-05,0.0,9720,0.00040894162839492357,49.5001171399177,0.2250453970597277,Eukaryota,Endomyxa,,Plasmodiophorida,Plasmodiophoridae,Plasmodiophora,Plasmodiophora brassicae,59.2
UP000250275,516756,7068,GCA_001483705,506.7371250707413,57123.296943972826,17351.910288812323,-0.1552065647990945,0.00013486085325,0.2467173474808287,0.1272837436902151,0.1193556732350923,0.060275838088626,0.0886100028097267,0.0608572170727487,0.0597792547778936,0.0573766460552448,0.0489935862078758,0.0369742895097271,0.0237491418417234,0.01161381851634,0.0315787044932303,0.0246874411810194,0.0593131816765301,0.079014909417193,0.0502567613018716,0.0394654075302999,0.051473452312888,0.0678822209222042,0.0660508803651142,0.0612328633251009,0.0207424396348428,7.194295979841346e-05,0.0,7068,0.13486085325,57.123296943972825,0.24663941692530741,Eukaryota,Arthropoda,Insecta,Hymenoptera,Apidae,Eufriesea,Eufriesea mexicana,41.2
UP000267027,334426,13350,GCA_900624975,325.17228464419475,36693.10019475655,12767.859650508795,-0.1107865168539325,8.342388446111e-05,0.2657052932539834,0.1196700837069772,0.1143714279566459,0.0572620324800689,0.0927692270604795,0.0690575345308023,0.0653656328121639,0.0573260706711332,0.0464012196859092,0.0466164991826326,0.0277699312755223,0.0121049259499649,0.0319733074850196,0.0249960071852748,0.0546848673091198,0.0777887363549511,0.0418910647935747,0.0363205458204142,0.0525087421147525,0.0618626858418933,0.0556467364753541,0.0640233472316231,0.0236083396199113,2.254611943388141e-05,0.0,13350,0.08342388446111,36.69310019475655,0.23404151166362308,Eukaryota,Nematoda,Chromadorea,Strongylida,Angiostrongylidae,Angiostrongylus,Angiostrongylus costaricensis,41.1
UP000054343,1240240,5143,GCA_000385855,193.1989111413572,22598.335971223023,9169.745153055926,2.8615594011277463,0.0003825166848765,0.309457139548304,0.1431919730377958,0.1216459803118511,0.099862511814462,0.0984133103173452,0.0483379835937284,0.0297201572840524,0.0353547745978743,0.0241185631008863,0.0628433338227682,0.0224438521557642,0.0062968852580051,0.0473563502641549,0.0190880664571582,0.0462418713267932,0.0707593301538085,0.0787585479434063,0.0256493038413267,0.0487133709938638,0.0729326093179872,0.1049837541741055,0.0382082188636903,0.0199172047188185,0.0,0.0,5143,0.3825166848765,22.598335971223023,0.2648379533496469,Eukaryota,Microsporidia,,,Tubulinosematidae,Anncaliia,Anncaliia algerae,28.6
UP000301870,69820,283,GCA_002706865,220.18374558303887,23750.7777385159,9520.978444443768,-3.360424028268551,-0.0003990275739573,0.2034880386092586,0.076314368799963,0.0965089211444346,0.0365051515363125,0.047232734286271,0.0924442207571204,0.1296619762470893,0.0854619919534142,0.0757636004884306,0.0273059320295545,0.0090517791803128,0.0039854543853119,0.0665314577981865,0.0631645105059229,0.037663858709102,0.0727508737015601,0.0307810432778311,0.0415198094914976,0.048791668751291,0.0477172523931436,0.0467388859658737,0.0295754828340893,0.0073523157076841,0.0,0.0,283,-0.39902757395730004,23.7507777385159,0.1728232899443976,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera litura,36.8924
